shrimp_ID,video_ID,acc_hr,Temperature,use_SPL,max_SPL,body_mass_g,DactylLength_mm,use_distance,bubble_dist_mm,use_bubble,max_size_mm2,growth_ms,collapse_ms,rebound_ms,col_rate_mm2pms
Pistol43,Pistol43_strike4,72,30,1,198.9489808,0.77,4.991965735,Y,12.18729967,1,14.83293656,0.17,0.13,0.18,114.099512
Pistol43,Pistol43_strike5,72,30,1,209.4142016,0.77,4.991965735,Y,10.49274319,1,17.68291144,0.22,0.13,0.2,136.0223957
Pistol43,Pistol43_strike6,72,30,1,215.8535704,0.77,4.991965735,Y,10.00595067,1,20.86269743,0.22,0.13,0.2,160.4822879
Pistol43,Pistol43_strike7,72,30,1,208.6608573,0.77,4.991965735,N,NA,1,14.64261081,0.13,0.12,0.18,122.0217568
Pistol43,Pistol43_strike8,72,30,1,219.3196626,0.77,4.991965735,N,NA,1,23.74525292,0.23,0.12,0.2,197.8771077
Pistol43,Pistol43_strike9,72,30,1,214.9538632,0.77,4.991965735,N,NA,0,NA,NA,NA,0.18,NA
Pistol53,Pistol53_strike1,24,12,1,194.1247515,0.2,3.257825057,N,NA,1,3.613111253,0.08,0.05,0.08,72.26222506
Pistol53,Pistol53_strike2,24,12,1,191.2670542,0.2,3.257825057,N,NA,0,NA,NA,NA,0.1,NA
Pistol53,Pistol53_strike3,24,12,0,NA,0.2,3.257825057,N,NA,0,NA,NA,NA,NA,NA
Pistol53,Pistol53_strike4,24,12,1,195.2106968,0.2,3.257825057,Y,5.654582915,1,2.496202449,0.07,0.05,0.1,49.92404898
Pistol53,Pistol53_strike5,24,12,1,194.9257588,0.2,3.257825057,Y,5.202725805,1,2.182623715,0.08,0.03,0.08,72.75412383
Pistol53,Pistol53_strike6,24,12,1,195.6056537,0.2,3.257825057,N,NA,1,2.148787267,0.08,0.03,0.1,71.62624223
Pistol53,Pistol53_strike7,24,12,1,194.308093,0.2,3.257825057,Y,5.607086831,1,2.169070649,0.07,0.05,0.1,43.38141298
Pistol53,Pistol53_strike8,24,12,1,201.1249366,0.2,3.257825057,Y,5.506201331,1,3.210232609,0.07,0.07,0.12,45.86046584
Pistol53,Pistol53_strike9,24,12,1,195.771457,0.2,3.257825057,Y,5.465800039,1,1.962792607,0.05,0.05,0.08,39.25585214
Pistol53,Pistol53_strike10,24,12,1,193.4650716,0.2,3.257825057,N,NA,0,NA,NA,NA,0.1,NA
Pistol31,Pistol31_strike1,24,12,0,NA,0.42,4.238252136,N,NA,0,NA,NA,NA,NA,NA
Pistol31,Pistol31_strike2,24,12,1,211.2958981,0.42,4.238252136,N,NA,1,14.95524061,0.15,0.13,0.15,115.0403124
Pistol31,Pistol31_strike4,24,12,1,208.8475147,0.42,4.238252136,Y,7.697802504,1,12.99701471,0.17,0.12,0.15,108.3084559
Pistol31,Pistol31_strike3,24,12,1,208.1706208,0.42,4.238252136,N,NA,1,14.12035609,0.15,0.15,0.17,94.13570727
Pistol31,Pistol31_strike5,24,12,1,212.329177,0.42,4.238252136,M,NA,1,11.46586769,0.13,0.12,0.17,95.54889742
Pistol31,Pistol31_strike6,24,12,1,209.8254354,0.42,4.238252136,Y,7.422101785,1,10.82972064,0.13,0.13,0.17,83.30554338
Pistol31,Pistol31_strike7,24,12,1,207.8468185,0.42,4.238252136,N,NA,1,14.31721804,0.13,0.17,0.15,84.21892965
Pistol31,Pistol31_strike8,24,12,1,210.1868943,0.42,4.238252136,Y,7.023442447,1,10.50987111,0.17,0.1,0.17,105.0987111
Pistol31,Pistol31_strike9,24,12,1,210.4575394,0.42,4.238252136,Y,7.193012906,1,12.76650452,0.12,0.17,0.15,75.09708541
Pistol31,Pistol31_strike10,24,12,1,209.8384544,0.42,4.238252136,Y,7.809860459,1,11.65588386,0.13,0.15,0.15,77.7058924
Pistol27,Pistol27_strike1,24,12,1,205.4435847,0.32,3.786532812,Y,5.513162802,1,4.600207642,0.12,0.07,0.12,65.71725203
Pistol27,Pistol27_strike2,24,12,1,200.2316325,0.32,3.786532812,N,NA,1,4.336266907,0.1,0.07,0.12,61.9466701
Pistol27,Pistol27_strike3,24,12,1,204.1134546,0.32,3.786532812,N,NA,1,6.658361323,0.15,0.05,0.13,133.1672265
Pistol27,Pistol27_strike4,24,12,1,202.5922178,0.32,3.786532812,N,NA,1,6.715315369,0.12,0.08,0.12,83.94144211
Pistol27,Pistol27_strike5,24,12,1,201.3086136,0.32,3.786532812,Y,5.738272527,1,6.52371074,0.13,0.07,0.13,93.19586771
Pistol27,Pistol27_strike6,24,12,1,200.1195441,0.32,3.786532812,N,NA,0,NA,NA,NA,0.12,NA
Pistol27,Pistol27_strike7,24,12,1,202.3183359,0.32,3.786532812,Y,5.719334152,1,6.545643611,0.13,0.08,0.13,81.82054514
Pistol27,Pistol27_strike8,24,12,1,195.9384882,0.32,3.786532812,Y,5.728343048,1,7.204825678,0.12,0.1,0.12,72.04825678
Pistol27,Pistol27_strike9,24,12,1,186.9917141,0.32,3.786532812,Y,5.703153537,1,5.143102668,0.13,0.07,0.12,73.47289526
Pistol27,Pistol27_strike10,24,12,1,188.5818403,0.32,3.786532812,Y,5.759081814,1,7.20925836,0.13,0.08,0.12,90.1157295
Pistol32,Pistol32_strike1,24,12,1,175.6578554,0.15,2.817092774,N,NA,1,4.691163931,0.08,0.07,0.12,67.01662759
Pistol32,Pistol32_strike2,24,12,1,179.01918,0.15,2.817092774,N,NA,1,5.39193577,0.1,0.07,0.1,77.02765386
Pistol32,Pistol32_strike3,24,12,1,178.7439421,0.15,2.817092774,N,NA,0,NA,NA,NA,0.1,NA
Pistol32,Pistol32_strike4,24,12,1,180.8714016,0.15,2.817092774,Y,5.238830346,1,5.228390775,0.07,0.08,0.12,65.35488469
Pistol32,Pistol32_strike5,24,12,1,179.4887281,0.15,2.817092774,N,NA,0,NA,NA,NA,0.1,NA
Pistol32,Pistol32_strike6,24,12,1,183.7903191,0.15,2.817092774,Y,5.139384774,1,5.364250053,0.07,0.08,0.1,67.05312566
Pistol32,Pistol32_strike7,24,12,1,179.7695927,0.15,2.817092774,N,NA,1,5.041619031,0.08,0.07,0.13,72.02312901
Pistol32,Pistol32_strike8,24,12,1,182.0105588,0.15,2.817092774,Y,5.243762852,1,5.102602387,0.08,0.07,0.1,72.89431981
Pistol32,Pistol32_strike9,24,12,1,180.5360063,0.15,2.817092774,Y,5.269541099,1,5.185111206,0.08,0.08,0.1,64.81389008
Pistol32,Pistol32_strike10,24,12,1,181.0278746,0.15,2.817092774,Y,5.143147383,1,4.738062806,0.08,0.07,0.12,67.68661151
Pistol39,Pistol39_strike1,72,12,1,201.6602445,0.57,4.447086258,N,NA,1,7.830951788,0.13,0.1,0.13,78.30951788
Pistol39,Pistol39_strike2,72,12,1,193.6347369,0.57,4.447086258,N,NA,1,6.966096676,0.12,0.1,0.13,69.66096676
Pistol39,Pistol39_strike3,72,12,1,194.3778152,0.57,4.447086258,N,NA,0,NA,NA,NA,0.13,NA
Pistol39,Pistol39_strike4,72,12,0,NA,0.57,4.447086258,N,NA,0,NA,NA,NA,NA,NA
Pistol39,Pistol39_strike5,72,12,1,196.3373447,0.57,4.447086258,N,NA,0,NA,NA,NA,0.15,NA
Pistol39,Pistol39_strike6,72,12,1,197.0178119,0.57,4.447086258,M,NA,1,7.568823728,0.13,0.08,0.13,94.6102966
Pistol39,Pistol39_strike7,72,12,1,197.6223138,0.57,4.447086258,Y,8.768720216,1,8.329204283,0.12,0.08,0.13,104.1150535
Pistol39,Pistol39_strike8,72,12,1,197.3253207,0.57,4.447086258,N,NA,0,NA,NA,NA,0.13,NA
Pistol39,Pistol39_strike9,72,12,1,197.2609925,0.57,4.447086258,N,NA,1,8.021131111,0.17,0.07,0.13,114.5875873
Pistol39,Pistol39_strike10,72,12,1,194.2221866,0.57,4.447086258,N,NA,1,8.916589632,0.18,0.07,0.13,127.3798519
Pistol41L,Pistol41_strike2B,72,12,1,199.7811844,0.46,3.755671297,Y,6.60300301,1,5.442761355,0.13,0.07,0.12,77.75373364
Pistol41L,Pistol41_strike5B,72,12,0,NA,0.46,3.755671297,N,NA,0,NA,NA,NA,NA,NA
Pistol41L,Pistol41_strike7B,72,12,0,NA,0.46,3.755671297,N,NA,1,7.243278154,0.12,NA,NA,NA
Pistol41R,Pistol41_strike1,72,12,1,205.1287228,0.46,4.163807393,N,NA,1,10.28855818,0.15,0.07,0.15,146.9794026
Pistol41R,Pistol41_strike2A,72,12,1,197.0556681,0.46,4.163807393,Y,7.748187439,1,8.520395915,0.15,0.07,0.13,121.7199416
Pistol41R,Pistol41_strike3,72,12,1,201.8308705,0.46,4.163807393,N,NA,1,7.830929003,0.13,0.08,0.12,97.88661254
Pistol41R,Pistol41_strike4,72,12,1,201.5742066,0.46,4.163807393,M,NA,0,NA,NA,NA,0.13,NA
Pistol41R,Pistol41_strike6,72,12,1,200.3745899,0.46,4.163807393,Y,7.132474267,1,5.546710555,0.07,0.07,0.13,79.23872221
Pistol41R,Pistol41_strike7A,72,12,0,NA,0.46,4.163807393,N,NA,1,11.65834669,0.15,NA,NA,NA
Pistol41R,Pistol41_strike8,72,12,1,200.8669432,0.46,4.163807393,N,NA,1,10.1860046,0.15,0.08,0.13,127.3250575
Pistol41R,Pistol41_strike9,72,12,1,200.4936397,0.46,4.163807393,N,NA,0,NA,NA,NA,0.13,NA
Pistol41R,Pistol41_strike10,72,12,1,203.3655715,0.46,4.163807393,N,NA,1,6.129296175,0.13,0.08,0.13,76.61620219
Pistol41R,Pistol41_strike11,72,12,1,200.0368368,0.46,4.163807393,N,NA,0,NA,NA,NA,0.12,NA
Pistol41R,Pistol41_strike12,72,12,1,201.5854343,0.46,4.163807393,N,NA,0,NA,NA,NA,0.13,NA
Pistol41R,Pistol41_strike13,72,12,1,200.7689449,0.46,4.163807393,N,NA,0,NA,NA,NA,0.13,NA
