"video_ID","X","audiofiles.j.","max_voltage_v","max_voltage_mv","max_SPL","RMS_SPL","shrimp_ID","collection_date","film_date","Strike_Video_File_Name","FrameStart","FrameEnd","Strike_duration_frames","Strike_Duration_Seconds","first_collapse_frame","second_collapse_frame","use_distance","bubble_formation","Temperature","acc_hr","Treatment","FrameRate","Calibration.ID","Pixels_per_mm","DactylLength_px","DactylLength_mm","BodyLength_mm","BodyLength_m","Hand","Cavitation","claw_length_mm","claw_length_m","sex","body_mass_g","max_bubble_f","max_b_length_px","max_b_width_px","max_b_length_mm","max_b_width_mm","max_size_mm2","abs_maxB","abs_c1","abs_c2","collapse_ms","rebound_ms","col_rate_mm2pms","use_bubble","use_SPL","growth_ms"
"Pistol201_strike1",1,"Pistol201_strike1_audio_r.csv",0.303359,303.359,197.2572711,180.8630791,"Pistol201",61522,62222,"Pistol201_062222_C7_strike1_60kfps_33C_D1_C001H001S0001.avi",137,188,51,0.00085,200,208,"Y",1,33,24,"D1",60000,"C7",47.93453333,173.1926667,3.613108434,23,0.023,"R",1,8,0.008,"F",0.28,195,179.169,78.003,3.737785424,1.627281932,6.082430686,7,12,20,0.083333333,0.133333333,72.98916823,1,1,0.116666666666667
"Pistol201_strike10",2,"Pistol201_strike10_audio_r.csv",0.524119,524.119,202.0067315,185.7022845,"Pistol201",61522,62222,"Pistol201_062222_C7_strike10_60kfps_33C_D1_C001H001S0001.avi",230,275,45,0.00075,287,294,"N",1,33,24,"D1",60000,"C7",47.93453333,173.1926667,3.613108434,23,0.023,"R",1,8,0.008,"F",0.28,280,159.755,70.266,3.332774701,1.46587429,4.885428748,5,12,19,0.116666667,0.116666667,41.87510356,1,1,0.0833333333333333
"Pistol201_strike2",3,"Pistol201_strike2_audio_r.csv",0.5626,562.6,202.6221279,185.7964479,"Pistol201",61522,62222,"Pistol201_062222_C7_strike2_60kfps_33C_D1_C001H001S0001.avi",229,281,52,0.000866667,294,302,"Y",1,33,24,"D1",60000,"C7",47.93453333,173.1926667,3.613108434,23,0.023,"R",1,8,0.008,"F",0.28,288,170.234,85.375,3.551385362,1.781075022,6.325283761,7,13,21,0.1,0.133333333,63.25283761,1,1,0.116666666666667
"Pistol201_strike3",4,"Pistol201_strike3_audio_r.csv",0.741141,741.141,205.0161502,187.6681501,"Pistol201",61522,62222,"Pistol201_062222_C7_strike3_60kfps_33C_D1_C001H001S0001.avi",220,268,48,8e-04,281,289,"N",1,33,24,"D1",60000,"C7",47.93453333,173.1926667,3.613108434,23,0.023,"R",1,8,0.008,"F",0.28,NA,NA,NA,NA,NA,NA,NA,13,21,NA,0.133333333,NA,0,1,NA
"Pistol201_strike4",5,"Pistol201_strike4_audio_r.csv",0.568723,568.723,202.7161492,187.3809865,"Pistol201",61522,62222,"Pistol201_062222_C7_strike4_60kfps_33C_D1_C001H001S0001.avi",192,236,44,0.000733333,250,258,"Y",1,33,24,"D1",60000,"C7",47.93453333,173.1926667,3.613108434,23,0.023,"R",1,8,0.008,"F",0.28,243,174.599,86.735,3.64244706,1.809447052,6.590815093,7,14,22,0.116666667,0.133333333,56.4927008,1,1,0.116666666666667
"Pistol201_strike5",6,"Pistol201_strike5_audio_r.csv",0.681842,681.842,204.2918084,186.5572388,"Pistol201",61522,62222,"Pistol201_062222_C7_strike5_60kfps_33C_D1_C001H001S0001.avi",172,223,51,0.00085,235,242,"N",1,33,24,"D1",60000,"C7",47.93453333,173.1926667,3.613108434,23,0.023,"R",1,8,0.008,"F",0.28,228,163.148,81.841,3.403558743,1.707349468,5.81106421,5,12,19,0.116666667,0.116666667,49.8091218,1,1,0.0833333333333333
"Pistol201_strike6",7,"Pistol201_strike6_audio_r.csv",0.692799,692.799,204.4302784,186.6398886,"Pistol201",61522,62222,"Pistol201_062222_C7_strike6_60kfps_33C_D1_C001H001S0001.avi",142,189,47,0.000783333,200,207,"Y",1,33,24,"D1",60000,"C7",47.93453333,173.1926667,3.613108434,23,0.023,"R",1,8,0.008,"F",0.28,194,170.378,81.668,3.554389459,1.703740379,6.055756846,5,11,18,0.1,0.116666667,60.55756846,1,1,0.0833333333333333
"Pistol201_strike7",8,"Pistol201_strike7_audio_r.csv",0.414352,414.352,199.9655222,184.7213689,"Pistol201",61522,62222,"Pistol201_062222_C7_strike7_60kfps_33C_D1_C001H001S0001.avi",187,233,46,0.000766667,244,253,"Y",1,33,24,"D1",60000,"C7",47.93453333,173.1926667,3.613108434,23,0.023,"R",1,8,0.008,"F",0.28,238,173.08,74.238,3.610758006,1.548737306,5.592115626,5,11,20,0.1,0.15,55.92115626,1,1,0.0833333333333333
"Pistol201_strike8",9,"Pistol201_strike8_audio_r.csv",0.481579,481.579,201.2714842,187.4539976,"Pistol201",61522,62222,"Pistol201_062222_C7_strike8_60kfps_33C_D1_C001H001S0001.avi",203,251,48,8e-04,262,269,"M",1,33,24,"D1",60000,"C7",47.93453333,173.1926667,3.613108434,23,0.023,"R",1,8,0.008,"F",0.28,255,159.559,76.771,3.328685791,1.601580211,5.331157291,4,11,18,0.116666667,0.116666667,45.69563393,1,1,0.0666666666666667
"Pistol201_strike9",10,"Pistol201_strike9_audio_r.csv",0.493825,493.825,201.4895948,183.2855035,"Pistol201",61522,62222,"Pistol201_062222_C7_strike9_60kfps_33C_D1_C001H001S0001.avi",143,190,55,0.000916667,200,207,"Y",1,33,24,"D1",60000,"C7",47.93453333,173.1926667,3.613108434,23,0.023,"R",1,8,0.008,"F",0.28,194,199.722,73.495,4.166557722,1.533236998,6.388320455,4,10,17,0.1,0.116666667,63.88320455,1,1,0.0666666666666667
"Pistol203_strike1",11,"Pistol203_strike1_audio_r.csv",3.212252,3212.252,217.7543256,190.6852286,"Pistol203",61522,62222,"Pistol203_062222_C6_strike1_60kfps_33C_D1_C001H001S0001.avi",149,214,65,0.001083333,241,259,"Y",1,33,24,"D1",60000,"C6",27.02818333,196.532,7.271372906,35,0.035,"R",1,19,0.019,"M",1.37,228,209.078,110.44,7.735555048,4.086105183,31.60829158,14,27,45,0.216666667,0.3,145.8844227,1,1,0.233333333333333
"Pistol203_strike2",12,"Pistol203_strike2_audio_r.csv",3.010504,3010.504,217.1909176,193.8732695,"Pistol203",61522,62222,"Pistol203_062222_C6_strike2_60kfps_33C_D1_C001H001S0001.avi",102,170,68,0.001133333,201,219,"Y",1,33,24,"D1",60000,"C6",27.02818333,196.532,7.271372906,35,0.035,"R",1,19,0.019,"M",1.37,189,227.2,107.095,8.406040363,3.962345478,33.30763602,19,31,49,0.2,0.3,166.5381801,1,1,0.316666666666667
"Pistol203_strike3",13,"Pistol203_strike3_audio_r.csv",2.233486,2233.486,214.5977981,192.1747064,"Pistol203",61522,62222,"Pistol203_062222_C6_strike3_60kfps_33C_D1_C001H001S0001.avi",124,188,64,0.001066667,218,236,"Y",1,33,24,"D1",60000,"C6",27.02818333,196.532,7.271372906,35,0.035,"R",1,19,0.019,"M",1.37,204,233.673,116.123,8.645531116,4.296367188,37.14437621,16,30,48,0.233333333,0.3,159.1901837,1,1,0.266666666666667
